string_field_0,string_field_1,string_field_2,string_field_3,string_field_4,string_field_5,string_field_6,string_field_7,string_field_9,string_field_10,DistCoast,DistLakeMal,DistRuk,DistTang,DistVik,DistCoast1,DistMal1,DistRuk1,DistTang1,DistVik1,Distance,tolink
Nb13kssyAOt,Itete Hospital,Itete Hospital,101977-7,Busokelo District Council,xVzeWrXHf81,A3b5mw8DJYC,Mbeya Region,Hospital,"[33.84724,-9.30162]",,,,,,,28.22098668,133.6389032,297.962571,,28.22098668,
V3j0ygMgwph,Mwakaleli Lutheran Dispensary,Mwakaleli Lutheran Dispensary,105826-2,Busokelo District Council,xVzeWrXHf81,A3b5mw8DJYC,Mbeya Region,Dispensary,"[33.81815,-9.1597]",,,,,,,43.45092629,121.2704152,292.0056405,,43.45092629,
zuXJ1U85tHa,Ubena Estate Dispensary,Ubena Estate Dispensary,107990-4,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.1962,-6.62276]",,,,,,77.40716125,549.5335741,,,684.3637344,77.40716125,
JoZw7gcJpZ8,Hondogo Dispensary,Hondogo Dispensary,101387-9,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.401402,-6.175448]",,,,,,43.60230747,598.9476176,,,667.5629358,43.60230747,
Zkr6JXFjPNq,Mandamazingara Dispensary,Mandamazingara Dispensary,104224-1,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.522318,-6.04939]",,,,,,28.0436964,618.2160292,,,668.9911444,28.0436964,
PAf3WzkiYhO,Msinune Dispensary,Msinune Dispensary,105476-6,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.5569,-6.39993]",,,,,,31.88906129,596.03545,,,696.801135,31.88906129,
Evu6OLullwE,Pongwekiona Dispensary,Pongwekiona Dispensary,107026-7,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.242,-6.18032]",,,,,,60.83781847,585.5217372,,,654.5910079,60.83781847,
FBrzBuKznZ1,Matuli Dispensary,Matuli Dispensary,104486-6,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.223361,-6.674581]",,,,,,77.06501328,548.2541917,,,690.5360236,77.06501328,
jQZ0N6GWaBb,Kweikonje Dispensary,Kweikonje Dispensary,103400-8,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.36732,-5.99394]",,,,,,45.49447711,609.7291614,,,651.8001657,45.49447711,
cKdw1uNkcXp,Mbwewe Dispensary,Mbwewe Dispensary,104686-1,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.2464,-6.07665]",,,,,,58.70332355,593.7198892,,,647.4238833,58.70332355,
l6XkcRZtp7q,Lugoba Mission Dispensary,Lugoba Mission Dispensary,103644-1,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.3315,-6.45537]",,,,,,57.56523187,572.8666614,,,682.3462358,57.56523187,
sz0dktAGFop,Ubena Zomozi Dispensary,Ubena Zomozi Dispensary,108502-6,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.17323,-6.63462]",,,,,,80.25499766,546.7385199,,,683.4915619,80.25499766,
vToV3fyd55T,Kwamduma Dispensary,Kwamduma Dispensary,103373-7,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.0745,-6.01895]",,,,,,77.64697512,584.5503092,,,628.8809959,77.64697512,
SDRu9r8xYz0,Matipwili Dispensary,Matipwili Dispensary,104471-8,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.711881,-6.231287]",,,,,,15.28224859,621.0997755,,,697.9501862,15.28224859,
M8Dl5j9dh3E,Masunguru Dispensary,Masunguru Dispensary,104425-4,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.4725,-6.35717]",,,,,,40.33453798,591.8019597,,,686.6585579,40.33453798,
zf7OQAMIYu4,Mandera Dispensary,Mandera Dispensary,104233-2,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.407326,-6.214632]",,,,,,44.41688453,596.5666573,,,670.8781106,44.41688453,
dyEtUYKbdmk,Mboga Dispensary,Mboga Dispensary,104621-8,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.30871,-6.52391]",,,,,,61.98935811,566.0874431,,,685.6870273,61.98935811,
vz9rRvDDA3f,Gongo Dispensary,Gongo Dispensary,110153-4,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.598427,-6.166727]",,,,,,22.89471838,616.0252982,,,683.7014982,22.89471838,
ae1xYoXmQwT,UbenaPrison Dispensary,UbenaPrison Dispensary,107991-2,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.1669,-6.63529]",,,,,,80.93059728,546.1510801,,,683.0496157,80.93059728,
xXzRH92S1WN,Tukamisasa Dispensary,Tukamisasa Dispensary,107894-8,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.21369,-6.52093]",,,,,,72.0105494,558.2249574,,,677.8638416,72.0105494,
jzUbhiqWgNR,Mkange Dispensary,Mkange Dispensary,105053-3,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.561945,-6.07292]",,,,,,23.89819873,619.7674642,,,674.0412256,23.89819873,
Dycc48yQbD3,Ruvu Darajani Dispensary,Ruvu Darajani Dispensary,110938-8,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.68961,-6.68767]",,,,,,36.38755151,588.4736569,,,728.9047945,36.38755151,
geBjJnWdLmG,Msoga Health Centre,Msoga Health Centre,105483-2,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.311898,-6.562437]",,,,,,63.05342183,563.6628223,,,688.8776349,63.05342183,
Eg5heUrmYQV,Mihuga Dispensary,Mihuga Dispensary,104892-5,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.495204,-6.183907]",,,,,,34.13136643,606.1254186,,,676.0997917,34.13136643,
SyeaWnd7j1r,Kwang`andu Dispensary,Kwang`andu Dispensary,103385-1,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.2255,-5.96211]",,,,,,61.50524293,600.8498124,,,637.4622514,61.50524293,
edMxEggJzzd,Msata Dispensary,Msata Dispensary,105443-6,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.3895,-6.33492]",,,,,,49.39011439,586.3641034,,,678.1463504,49.39011439,
pWVxzO4rYPc,Kidongozero Dispensary,Kidongozero Dispensary,102665-7,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.7058,-6.65231]",,,,,,32.35074397,592.2271051,,,727.6191566,32.35074397,
TZEgq1cx8eZ,Chalinze Health Center,Chalinze Health Center,100706-1,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Health Center,"[38.35381,-6.63666]",,,,,,62.34219996,562.1586861,,,697.902701,62.34219996,
WFByGp7NeuC,Vigwaza Dispensary,Vigwaza Dispensary,108252-8,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.6177,-6.67562]",,,,,,41.32705455,582.8259046,,,722.1287993,41.32705455,
MwSVaFdc7vs,Miono Health Center,Miono Health Center,104955-0,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Health Center,"[38.411747,-6.119612]",,,,,,41.1318385,603.9215035,,,664.4527352,41.1318385,
eRwP6d3jcGx,Kiwangwa Dispensary,Kiwangwa Dispensary,103224-2,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.5812,-6.36998]",,,,,,28.56516385,600.207131,,,696.6670156,28.56516385,
DFJur7z2wXm,Bwawani Dispensary,Bwawani Dispensary,100653-5,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.04989,-6.64247]",,,,,,93.29888842,535.7139755,,,674.5477679,93.29888842,
DqDzyqZPdWv,Makombe Dispensary-BGM,Makombe Dispensary-BGM,110149-2,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.301867,-6.416267]",,,,,,59.88933011,573.1497157,,,677.0032734,59.88933011,
SaMyZ3C9dqq,Rupungwi Dispensary,Rupungwi Dispensary,107167-9,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.345367,-6.162457]",,,,,,49.24118803,595.2938315,,,661.9167713,49.24118803,
rbKrUyPVSfW,Kwamsanja Dispensary,Kwamsanja Dispensary,103379-4,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.0182,-6.08298]",,,,,,83.96137864,575.1357081,,,628.9588681,83.96137864,
CgjgaeTgjNH,Masimbani Dispensary,Masimbani Dispensary,104410-6,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.415426,-6.037561]",,,,,,39.86580181,610.3356518,,,658.9769938,39.86580181,
IYDzO1AtdJo,Mkoko Dispensary,Mkoko Dispensary,105085-5,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.49112,-6.25557]",,,,,,37.91253137,600.6139065,,,680.8671156,37.91253137,
qsO3Uy99TOt,Kifuleta Dispensary,Kifuleta Dispensary,102683-0,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.2047,-6.09652]",,,,,,63.48224539,588.8625164,,,645.3734908,63.48224539,
n9jGp8SN3V6,Kimange Dispensary,Kimange Dispensary,102898-4,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.306586,-6.128501]",,,,,,52.78024938,594.6609672,,,656.2138511,52.78024938,
ZXbMMUw0Lfv,Kwaruhombo Health Center,Kwaruhombo Health Center,103389-3,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Health Center,"[38.1342,-6.08572]",,,,,,71.16287958,584.0705398,,,638.7224249,71.16287958,
GF6IzPGK2xn,Visezi Dispensary,Visezi Dispensary,108269-2,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.631,-6.74423]",,,,,,45.38736609,579.5091178,,,728.3529848,45.38736609,
Sc54cMk8xQ7,Lugoba Health Center,Lugoba Health Center,103643-3,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Health Center,"[38.330508,-6.463034]",,,,,,57.88474929,572.2392578,,,682.84211,57.88474929,
Y76BedRHzTG,Msolwa Dispensary,Msolwa Dispensary,111351-3,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,,"[38.268241,-6.622534]",,,,,,70.08751226,555.7285739,,,690.0210972,70.08751226,
qwlAR3StW6B,Saleni Dispensary,Saleni Dispensary,110145-0,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.340565,-6.424805]",,,,,,55.84493229,575.8069689,,,680.7919578,55.84493229,
tPVTyz1JAgm,Talawanda Dispensary,Talawanda Dispensary,107720-5,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.46635,-6.49258]",,,,,,44.34902171,581.8106805,,,696.121952,44.34902171,
esF4QPwvG65,Kibindu Dispensary,Kibindu Dispensary,102601-2,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[37.92274,-5.99322]",,,,,,94.56064994,574.8668047,,,614.4621551,94.56064994,
KSgzpJqvlPv,Saadani Dispensary,Saadani Dispensary,107223-0,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.77731,-6.04268]",,,,,,0.17356072,639.9982792,,,690.7809591,0.17356072,
qJqBVbizg3d,Pongwe msungura Dispensary,Pongwe msungura Dispensary,107027-5,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,,"[38.259817,-6.333847]",,,,,,63.73584255,575.603657,,,667.4099262,63.73584255,
HYmWriuIHZa,Milo Dispensary,Milo Dispensary,108452-4,Chalinze District Council,cMHodEm1Bpd,yyW17iCz9As,Pwani Region,Dispensary,"[38.745552,-6.576416]",,,,,,23.47048335,600.7134926,,,725.3554973,23.47048335,
nitqc0vkadG,Ilemela Dispensary,Ilemela Dispensary,101733-4,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[32.912918,-2.454606]",,,,,,,,,409.2165441,0.58278415,0.58278415,
CDi5qEZRauX,Nyakato Dispensary,Nyakato Dispensary,110963-6,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[32.957542,-2.538399]",,,,,,,,,411.8061073,5.781048,5.781048,
bWMBllMneUI,Kiloleli Chamwenda Dispensary,Kiloleli Chamwenda Dispensary,102864-6,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[32.924038,-2.500995]",,,,,,,,,409.1522603,2.9078703,2.9078703,
ib8UitUXyg7,E.L.C.T Health Center,E.L.C.T Health Center,101048-7,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Health Center,"[32.962025,-2.536241]",,,,,,,,,412.3460096,6.33251911,6.33251911,
odLK4EmeKqo,Kiloleli Juu Health Center,Kiloleli Juu Health Center,102863-8,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Health Center,"[32.92413,-2.50098]",,,,,,,,,409.162591,2.91814801,2.91814801,
zLXIfTk1lWz,Tumaini Health Center,Tumaini Health Center,107931-8,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[32.905518,-2.492025]",,,,,,,,,407.3933586,1.93371258,1.93371258,
mYjToGL12mO,Kirumba Dispensary,Kirumba Dispensary,103048-5,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[32.895697,-2.503236]",,,,,,,,,406.0332959,0.42390311,0.42390311,
LrPRbxMckDf,Grambah Health Centre,Grambah Health Centre,111327-3,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,,"[32.91562,-2.491733]",,,,,,,,,408.4909885,2.62188799,2.62188799,
ERWxdAYTVMa,Nyasaka Dispensary,Nyasaka Dispensary,106816-2,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[32.94143,-2.53096]",,,,,,,,,410.2513087,4.44828721,4.44828721,
vahG5NABRNl,JUWA Dispensary,JUWA Dispensary,102109-6,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[32.95515,-2.537179]",,,,,,,,,411.5779822,5.58759602,5.58759602,
FXeNnRpkzXf,Buzuruga Health Center,Buzuruga Health Center,100642-8,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Health Center,"[32.940665,-2.53226]",,,,,,,,,410.1353105,4.31570061,4.31570061,
UyEvoOtMiYX,Nyamwilolelwa Dispensary,Nyamwilolelwa Dispensary,106754-5,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[32.9519,-2.43587]",,,,,,,,,413.9356655,3.12575165,3.12575165,
VFD7pJPyLAM,Nyamhongolo Dispensary,Nyamhongolo Dispensary,106718-0,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[33.00384,-2.54506]",,,,,,,,,416.6548402,10.6021607,10.6021607,
H3jo0mo10Vr,Bwiru Girls Dispensary,Bwiru Girls Dispensary,100662-6,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[32.8812,-2.47111]",,,,,,,,,405.3434656,0.25674511,0.25674511,
Wp6a2bfwm1J,Igogwe Dispensary,Igogwe Dispensary,101551-0,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[32.99636,-2.46514]",,,,,,,,,417.9164344,8.50919396,8.50919396,
b9DQk3FfzfI,Sangabuye Health Center,Sangabuye Health Center,107276-8,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Health Center,"[33.0446,-2.38637]",,,,,,,,,425.3081317,0.29283006,0.29283006,
PpTFEK2uVaH,Luhanga Dispensary,Luhanga Dispensary,103662-3,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[32.9361,-2.47577]",,,,,,,,,411.1308055,3.296802,3.296802,
JcgIqWdmuXo,Nyerere Dispensary,Nyerere Dispensary,106846-9,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[32.9723,-2.51687]",,,,,,,,,413.95232,8.1534923,8.1534923,
uftd2qiPCbu,SDA -Pasiansi Health Center,SDA -Pasiansi Health Center,107339-4,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Health Center,"[32.9108,-2.47862]",,,,,,,,,408.3259973,1.28061587,1.28061587,
qqo2a2FdqD1,Karume  Health Center,Karume  Health Center,102388-6,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Health Center,"[32.9665,-2.39726]",,,,,,,,,416.6094911,0.42988848,0.42988848,
z3SJ4ypfOlQ,KKKT Lutheran Dispensary,KKKT Lutheran Dispensary,102120-3,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[32.901957,-2.503855]",,,,,,,,,406.692503,0.61419237,0.61419237,
jXqoFH9ZHA9,Kabusungu Dispensary,Kabusungu Dispensary,102148-4,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[33.0199,-2.43143]",,,,,,,,,421.3768513,5.17455043,5.17455043,
skt8Ts6iIiA,Nyanza Health Centre,Nyanza Health Centre,111324-0,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,,"[32.944372,-2.472477]",,,,,,,,,412.1120593,4.04542461,4.04542461,
WpnDZ7MFsrI,Mwanza Military Hospital,Mwanza Military Hospital,109227-9,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Hospital,"[32.933778,-2.455849]",,,,,,,,,411.4273365,2.70215356,2.70215356,
dSVoSukDxYG,KMT Buswelu Wanze Dispensary,KMT Buswelu Wanze Dispensary,103270-5,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[32.973849,-2.514875]",,,,,,,,,414.1712821,8.32368148,8.32368148,
zHV4ovj8soa,Kahama Dispensary,Kahama Dispensary,102180-7,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[33.01751,-2.44001]",,,,,,,,,420.8819956,6.10752526,6.10752526,
TAW3dxcoqSo,Saidia Watoto Dispensary,Saidia Watoto Dispensary,109750-0,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[32.905613,-2.491814]",,,,,,,,,407.4092861,1.95928376,1.95928376,
Pj9PZHwHUVh,Pasiansi Dispensary,Pasiansi Dispensary,106980-6,Ilemela Municipal Council,et6lWc8GDHy,hAFRrgDK0fy,Mwanza Region,Dispensary,"[32.9097,-2.4741]",,,,,,,,,408.3309568,0.82270908,0.82270908,
zOXbniYEChs,Mwanzo Mgumu Dispensary,Mwanzo Mgumu Dispensary,105952-6,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[39.0014,-7.15748]",,,,,,43.49517208,586.2235326,,,789.460752,43.49517208,
w2G9iRX7K9D,Kisanga Dispensary,Kisanga Disp,108588-5,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.99314,-7.00438]",,,,,,39.50864622,594.7670553,,,777.288848,39.50864622,
EWpKg57zwYx,Mtakayo Dispensary,Mtakayo Dispensary,111514-6,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,,"[38.7395,-7.03778]",,,,,,64.7335447,569.6106645,,,759.3820465,64.7335447,
wWV1GqMzWbI,Vikumburu Dispensary,Vikumburu Dispensary,108261-9,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.59592,-7.435]",,,,,,77.00844691,531.9699267,,,779.6693607,77.00844691,
bzMcgUGIIY2,Kimalamisale Dispensary,Kimalamisale Dispensary,102891-9,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.49686,-7.01918]",,,,,,78.25320455,549.1702939,,,738.8757703,78.25320455,
qiWHO4cM8gq,Agape Health Laboratory,Agape Health Laboratory,111570-8,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,,"[-6.80108,39.02182]",,,,,,25.14112528,610.208686,,,764.7081646,25.14112528,
ye3ilJxK9hF,Mtamba Dispensary,Mtamba Dispensary,111513-8,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,,"[38.9243,-7.06156]",,,,,,49.38083489,584.9254236,,,775.9918778,49.38083489,
gXkmMqn48zW,Kiluvya Dispensary ,Kiluvya Dispensary ,102885-1,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[39.07153,-6.91601]",,,,,,26.92109814,607.4250359,,,777.2129453,26.92109814,
dG6ZZg2eGy5,Ving`andi Dispensary,Ving`andi Dispensary,108663-6,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.32657,-7.25857]",,,,,,110.4226929,518.3067216,,,745.1908561,110.4226929,
PQkWokKLEK8,Masanganya Dispensary,Masanganya Dispensary,104380-1,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.9074,-7.16598]",,,,,,52.74874463,576.9919469,,,782.5774965,52.74874463,
I6O1ZagNSvQ,Palaka Dispensary,Palaka Dispensary,111476-8,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,,"[38.8006,-7.13614]",,,,,,64.97367895,568.9837913,,,771.8008925,64.97367895,
H4eQ0XrGDWA,Mafizi Dispensary,Mafizi Dispensary,103881-9,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.58892,-6.98046]",,,,,,69.00564498,559.8767191,,,743.0460585,69.00564498,
rgeGQf3hi41,Marui Dispensary,Marui Dispensary,104356-1,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.77342,-7.36529]",,,,,,59.69881462,552.6601235,,,787.590355,59.69881462,
KMcJ50hikz3,Bembeza Dispensary,Bembeza Dispensary,100345-8,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.79718,-7.26653]",,,,,,60.40569657,560.7285936,,,781.6620753,60.40569657,
m54r7VG5OjK,Kisarawe District Hospital,Kisarawe District Hospital,103079-0,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Hospital,"[39.07496,-6.90541]",,,,,,25.96645332,608.3997969,,,776.7228104,25.96645332,
Tz0l7ObC5r2,Sungwi Dispensary,Sungwi Dispensary,107671-0,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.9755,-7.04361]",,,,,,43.69046348,590.7284958,,,778.7851121,43.69046348,
CDup8NAm4zV,Chole Dispensary,Chole Dispensary,100873-9,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.67218,-7.35744]",,,,,,70.81435959,543.6812121,,,779.1992657,70.81435959,
f5aCuMa2Z0Q,Marumbo Dispensary,Marumbo Dispensary,104363-7,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.82595,-7.15267]",,,,,,61.73732606,570.2909209,,,775.0826843,61.73732606,
TiyfGQY6Ghe,Vihingo Dispensary,Vihingo Dispensary,108254-4,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.71926,-6.89578]",,,,,,53.97715661,577.0219561,,,746.924676,53.97715661,
xwT6oKLGdYF,Vilabwa Dispensary,Vilabwa Dispensary,111477-6,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,,"[38.71534,-6.96553]",,,,,,61.19758632,572.1000083,,,751.9201337,61.19758632,
pjfAukc0V6L,Kihare Dispensary,Kihare Dispensary,102738-2,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.6695,-7.46942]",,,,,,68.26649291,536.8414901,,,787.9912092,68.26649291,
ALL1Obw3iFg,Mzenga Health Center,Mzenga Health Center,106047-4,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Health Center,"[38.72203,-6.9342]",,,,,,57.73232358,574.7421321,,,750.0656592,57.73232358,
ALUGP2Xe8pK,Msanga Dispensary,Msanga Dispensary,105431-1,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.77012,-7.28435]",,,,,,62.51167514,557.1492263,,,780.9513445,62.51167514,
SdjHhiii1AD,Kurui Dispensary,Kurui Dispensary,103343-0,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.74156,-7.05407]",,,,,,65.50566977,568.758753,,,760.7983682,65.50566977,
Ow2d76zCZZF,Kiluvya JWTZ Dispensary,Kiluvya JWTZ Dispensary,102886-9,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[39.0361,-6.80153]",,,,,,23.6621385,611.4638252,,,765.9333311,23.6621385,
cu5zkk87P3P,Kidugalo Dispensary,Kidugalo Dispensary,102669-9,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.77347,-7.09676]",,,,,,65.2531786,568.9585942,,,766.6160507,65.2531786,
Ckb4EUMtoks,Gwata Dispensary,Gwata Dispensary,101285-5,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.50477,-7.13611]",,,,,,88.54420509,542.1912064,,,748.7399095,88.54420509,
bcfd0tq0Kvj,Zegero Dispensary,Zegero Dispensary,108411-0,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[38.71561,-7.0004]",,,,,,64.71812652,569.8626336,,,754.6121351,64.71812652,
pMS5qK8OtR8,Masaki Health Center,Masaki Health Center,104371-0,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Health Center,"[38.97578,-7.08268]",,,,,,46.40760272,588.3614632,,,781.7440603,46.40760272,
yU7pyAVokOW,Homboza Dispensary,Homboza Dispensary,101385-3,Kisarawe District Council,SnczTnCrk6d,yyW17iCz9As,Pwani Region,Dispensary,"[39.0522,-7.06251]",,,,,,38.69190741,596.641548,,,786.442227,38.69190741,
