string_field_0,string_field_1,string_field_2,string_field_3,string_field_4,string_field_5,string_field_6,string_field_7,string_field_9,string_field_10,DistCoast,DistLakeMal,DistRuk,DistTang,DistVik,DistCoast1,DistMal1,DistRuk1,DistTang1,DistVik1,Distance,tolink
v47OApG0l6s,Nzubuka Dispensary,Nzubuka Dispensary,106875-8,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[32.8328,-4.73894]",,,,,,673.9694151,542.3180585,315.6823728,335.6114651,186.0719918,186.0719918,
MBaVmeWr2ks,Kizengi Dispensary,Kizengi Dispensary,103244-0,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[33.5715,-5.35443]",,,,,,581.4316577,460.6079119,299.1412399,376.8822279,268.7373993,268.7373993,
XZWLsobUkRQ,Lutende Dispensary,Lutende Dispensary,103766-2,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[33.48309,-4.86296]",,,,,,600.5722005,515.7199036,336.9752512,397.5431281,214.3348983,214.3348983,
DG7lGnpQbW1,Ufuluma Dispensary,Ufuluma Dispensary,108017-5,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[32.3872,-4.98108]",,,,,,717.4205061,531.1075482,274.8021169,283.192075,217.2366511,217.2366511,
jcX5VaZUCh7,Shitage Dispensary,Shitage Dispensary,107437-6,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[32.5151,-4.28046]",,,,,,720.5180692,600.4680484,353.4206341,312.9881183,138.5026765,138.5026765,
UdticTD2A23,Upuge Health Center,Upuge Health Center,108144-7,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Health Center,"[33.0167,-4.88333]",,,,,,650.7142373,522.1014895,309.2535589,353.7372203,203.6264623,203.6264623,
zfOtWUh5rlx,Ilolangulu Dispensary,Ilolangulu Dispensary,101750-8,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[32.6339,-5.09457]",,,,,,688.4118117,510.464431,271.0369827,306.1697154,225.9140357,225.9140357,
toTtPawtKId,Kigwa B Dispensary,Kigwa B Dispensary,102732-5,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[33.116,-5.11703]",,,,,,635.2330092,494.52571,291.5974622,348.0935134,230.7930938,230.7930938,
tD8qTTRGW0j,Karangasi Dispensary,Karangasi Dispensary,102229-2,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[34.0032,-5.3343]",,,,,,534.3499255,460.0016454,331.966189,420.5521573,285.9895975,285.9895975,
mm5XjzBzHgp,Migungumalo Dispensary,Migungumalo Dispensary,104883-4,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[32.52642,-4.95368]",,,,,,702.7145305,528.9462683,281.919458,298.8501436,211.6473706,211.6473706,
tHbE8XXbKEk,Itundaukulu Dispensary,Itundaukulu Dispensary,102011-4,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[33.14157,-5.19809]",,,,,,631.0407933,485.1727216,285.3471732,345.2203714,240.100085,240.100085,
bShON7yAAHa,Kawekapima Dispensary,Kawekapima Dispensary,102510-5,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[32.994,-5.28577]",,,,,,645.8868099,479.3216366,268.6811842,326.2513442,247.576502,247.576502,
MqnmTMyDY0o,Ishihimulwa Dispensary,Ishihimulwa Dispensary,101907-4,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[32.5131,-4.40112]",,,,,,717.2256161,587.7225247,340.4046784,309.0017244,151.6058041,151.6058041,
VdKPYtNtzzC,Igalula Dispensary,Igalula Dispensary,101525-4,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[33.0282,-5.21373]",,,,,,643.2221853,486.1851549,277.4813761,333.9414949,240.0497804,240.0497804,
kt3EEcFCclm,Imalakaseko Dispensary,Imalakaseko Dispensary,101782-1,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[33.1035,-5.25515]",,,,,,634.3130923,479.8774441,277.7621944,338.1747142,245.6749498,245.6749498,
utr4xKCUSjJ,Isenga Dispensary,Isenga Dispensary,111213-5,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[32.64389,-5.15524]",,,,,,686.3168094,503.7332926,265.1678039,303.4018154,232.5298783,232.5298783,
FzXJLuqzrgs,Kanyenye Dispensary,Kanyenye Dispensary,102344-9,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[32.88202,-4.81548]",,,,,,666.8567555,532.7885609,309.9175459,339.7892796,194.7668893,194.7668893,
HG74H18IFg1,Nkutuisenga Dispensary,Nkutuisenga Dispensary,106552-3,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[32.45223,-4.30337]",,,,,,726.5602441,600.0133832,349.3877326,305.569832,142.6115502,142.6115502,
btMirZeWhpm,Goweko Dispensary,Goweko Dispensary,101256-6,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[33.15303,-5.33007]",,,,,,627.7737138,470.6258062,273.7021745,338.2166962,254.7054877,254.7054877,
vLPXkNw3XeZ,Ikongolo Dispensary,Ikongolo Dispensary,101669-0,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[32.91111,-4.85527]",,,,,,662.8090489,527.7514119,307.151628,342.443407,199.365922,199.365922,
DZyWh9V8dVp,Ugowola Dispensary,Ugowola Dispensary,108028-2,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[32.35093,-4.96703]",,,,,,721.6449446,533.9400446,275.343964,279.3365174,216.5700343,216.5700343,
y2g1ZsKSHPk,Usagari Dispensary,Usagari Dispensary,108158-7,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[32.5093,-4.88601]",,,,,,705.9127556,536.6484528,288.5331158,297.7891926,204.5076062,204.5076062,
qbQx8MmmlAt,Loya Dispensary,Loya Dispensary,103598-9,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[33.83244,-5.05777]",,,,,,558.2194208,491.075948,342.8576071,418.1979377,250.0977722,250.0977722,
hWgmkP4PoYQ,Ibiri Dispensary,Ibiri Dispensary,101441-4,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[32.59818,-4.92649]",,,,,,695.408126,529.3859815,287.2255184,307.0727375,207.7338158,207.7338158,
R2ELMD7Xx0S,Lutona Dispensary,Lutona Dispensary,103773-8,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[33.71983,-5.18102]",,,,,,568.0325715,478.2033815,324.3969769,400.5638299,256.9117848,256.9117848,
EsWEZXEdvOA,Mbola Dispensary,Mbola Dispensary,111214-3,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[32.58525,-5.02165]",,,,,,695.0182351,519.7830102,276.8002003,304.5197034,218.3472738,218.3472738,
iYr63wGIB4M,Bukumbi Dispensary,Bukumbi Dispensary,100517-2,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[32.57709,-4.41897]",,,,,,709.8547927,583.8491164,340.2791972,315.3562477,152.3173626,152.3173626,
sKTNPt4r0Sf,Kigwa A Dispensary,Kigwa A Dispensary,102731-7,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[33.031041,-5.026886]",,,,,,646.1963453,506.2580902,295.7908565,346.6164505,219.5746953,219.5746953,
YvQ0Z1pPHUk,Mwisole Dispensary,Mwisole Dispensary,106030-0,Uyui District Council,m2ux1UEElNB,kZ6RlMnt2bp,Tabora Region,Dispensary,"[33.4885,-4.97103]",,,,,,597.5022557,503.7822459,327.437323,391.1450318,225.7175421,225.7175421,
p06T29A5iW2,Nyamirembe Dispensary,Nyamirembe Dispensary,106733-9,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.7167,-2.52618]",,,,,,865.0424296,812.0403978,,279.6263301,0.30859738,0.30859738,
xTS7ItVnRL5,Kibumba Dispensary,Kibumba Dispensary,102626-9,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.8498,-2.87143]",,,,,,839.7449156,771.151412,499.5592285,283.5841447,4.72964451,4.72964451,
uKW6Nj4j4b5,Buseresere Dispensary,Buseresere Dispensary,109820-1,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.920577,-3.006113]",,,,,,828.0353576,754.5554472,484.8740533,288.749068,20.59567657,20.59567657,
OSSK1vwFYt3,MUTUNDU DISPENSARY,MUTUNDU DISPENSARY,111643-3,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[-2.99244,31.84136]",,,,,,836.7502609,758.7421536,486.1644196,280.2724938,15.40150373,15.40150373,
ZVHbT0xK4UU,Nyabugera Dispensary,Nyabugera Dispensary,106636-4,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.74156,-2.35691]",,,,,,868.408456,828.9915386,,289.0084767,1.05162564,1.05162564,
tDrp6GF1Tei,Buzirayombo Dispensary,Buzirayombo Dispensary,100640-2,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.7802,-2.78106]",,,,,,849.9555791,783.066367,509.4762106,278.240475,0.78479157,0.78479157,
vv4bwLSMeMc,Kigongo Dispensary,Kigongo Dispensary,102721-8,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.7902,-2.45747]",,,,,,859.6774139,816.7561065,,289.9134918,0.37946921,0.37946921,
VP1hGStxYNW,Buziku Dispensary,Buziku Dispensary,100638-6,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.66348,-2.9805]",,,,,,855.5558457,766.4756686,487.5664935,260.982728,19.13744293,19.13744293,
gxQjI2i7Spj,Katende Dispensary,Katende Dispensary,102470-2,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.6792,-2.70833]",,,,,,863.0108341,794.2861779,517.6167811,269.4777934,8.67043068,8.67043068,
vRxfDrFQ5mt,Butarama Health Center,Butarama Health Center,109819-3,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Health Center,"[31.74878,-2.47813]",,,,,,863.3171063,815.9834027,,284.7987877,2.92309973,2.92309973,
t1O2OFZ7aOP,Mkungo Dispensary,Mkungo Dispensary,105138-2,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.73733,-2.84516]",,,,,,852.5673538,777.8768717,502.40076,271.9698587,4.38467244,4.38467244,
shtFTi9YIYv,Kasala Dispensary,Kasala Dispensary,102393-6,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.79016,-2.89902]",,,,,,845.3008547,770.347215,496.4361446,276.4808932,4.89957036,4.89957036,
ucyNPE5Zs7F,Makurugusi Dispensary,Makurugusi Dispensary,104145-8,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.74032,-2.91882]",,,,,,850.0587421,770.0672981,494.2535058,270.6215443,8.44794462,8.44794462,
wtY6oes2Ckj,Nyantimba Dispensary,Nyantimba Dispensary,106790-9,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.52418,-3.00672]",,,,,,868.8663775,769.1455008,485.2921259,245.2290251,33.13170152,33.13170152,
BCBU8y9yZbh,Muungano Health Center,Muungano Health Center,109903-5,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Health Center,"[31.736332,-2.377312]",,,,,,868.2162831,827.0196444,,287.5987766,2.16324438,2.16324438,
YgdkPbhOeYK,Butengorumasa Dispensary,Butengorumasa Dispensary,109747-6,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.89297,-3.02183]",,,,,,830.2074284,753.8529327,483.0416012,285.4616225,20.45514529,20.45514529,
Ael1aL9qRVL,Nyabilezi Dispensary,Nyabilezi Dispensary,106632-3,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.72403,-2.73794]",,,,,,857.2973179,789.5758971,514.2692244,273.3932479,3.79806075,3.79806075,
nijZLDYGu6b,Busaka Dispensary,Busaka Dispensary,100580-0,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.73053,-2.96956]",,,,,,849.107697,765.1261454,488.6516326,268.5336567,13.89285982,13.89285982,
nQcwn9mP0oh,Katete Chato Dispensary ,Katete Chato Dispensary ,102475-1,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.68515,-2.37528]",,,,,,873.6703618,828.9876683,,282.4395834,0.67843739,0.67843739,
mr5e0Cjc589,Kachwamba Health Center,Kachwamba Health Center,102150-0,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Health Center,"[31.57784,-2.6599]",,,,,,875.3472176,803.0627477,523.3095825,260.2573295,19.59475081,19.59475081,
Z3jl1VSjn0C,Nyambiti Dispensary,Nyambiti Dispensary,106709-9,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.64822,-2.54891]",,,,,,871.5182345,812.0793801,,271.6089959,7.31179998,7.31179998,
K5TErQcovqP,Ilyamchele Dispensary,Ilyamchele Dispensary,109718-7,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.61503,-2.74155]",,,,,,868.8080352,793.1710262,514.1337252,261.6070759,15.80051146,15.80051146,
FQiAu0GrX5G,Kibehe Dispensary,Kibehe Dispensary,102592-3,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.72818,-2.4768]",,,,,,865.5371984,816.8307058,,282.7045871,2.81747995,2.81747995,
XksR5NDEhtR,Ihanga Dispensary Chato,Ihanga Dispensary Chato,101607-0,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.63928,-2.95437]",,,,,,859.1347464,770.1067601,490.5273572,258.8503121,19.24237858,19.24237858,
lrX1BMcjVPn,Kasenga Dispensary,Kasenga Dispensary,102417-3,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.44885,-2.63994]",,,,,,889.718307,810.0459578,526.2907027,247.3508946,31.40024333,31.40024333,
VtQJDbn2PCv,Ilemela Dispensary Chato,Ilemela Dispensary Chato,101734-2,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.65726,-2.62624]",,,,,,867.991607,803.663458,526.7447811,269.8043175,10.15104676,10.15104676,
Tb5yvwn62Zd,Chato District Hospital,Chato District Hospital,100751-7,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Hospital,"[31.76909,-2.63904]",,,,,,855.6971543,798.3651692,525.1792644,281.2470304,0.93099688,0.93099688,
GqCobd9LoI8,Ichwankima Dispensary,Ichwankima Dispensary,101466-1,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Dispensary,"[31.55782,-2.6111]",,,,,,879.0512658,808.892914,,259.844921,18.94466345,18.94466345,
c4xzbJP8Jpc,Bwanga Health Center,Bwanga Health Center,100650-1,Chato District Council,IZAkMaffRh8,MAL4cfZoFhJ,Geita Region,Health Center,"[31.76082,-3.0347]",,,,,,843.2786456,757.2155491,481.4295842,270.7186889,19.97838935,19.97838935,
BIps58DIpHQ,Mandege Dispensary,Mandege Dispensary,104227-4,Gairo District Council,yh0b4OAgg8z,Sj50oz9EHvD,Morogoro Region,Dispensary,"[36.96866,-6.35187]",,,,,,202.8834067,474.1928473,499.1333444,681.7983939,571.8796795,202.8834067,
BhENbgfgYd1,Choguali Dispensary,Choguali Dispensary,100871-3,Gairo District Council,yh0b4OAgg8z,Sj50oz9EHvD,Morogoro Region,Dispensary,"[37.36423,-6.02973]",,,,,,156.2433763,529.7973876,554.5020226,735.3669349,573.1478131,156.2433763,
FAQsgf0SN9X,Chanjale,Chanjale,111301-8,Gairo District Council,yh0b4OAgg8z,Sj50oz9EHvD,Morogoro Region,Dispensary,"[-6.537617,36.835557]",,,,,,221.3544455,449.0328114,476.7660626,661.0864516,579.6846801,221.3544455,
CKWvAxxg9jR,Kibedya Dispensary,Kibedya Dispensary,102591-5,Gairo District Council,yh0b4OAgg8z,Sj50oz9EHvD,Morogoro Region,Dispensary,"[36.92879,-6.10047]",,,,,,204.5351658,492.1918548,508.6684061,687.7237123,547.3212226,204.5351658,
D25feJLL8Ap,Chagongwe,Chagongwe,100694-9,Gairo District Council,yh0b4OAgg8z,Sj50oz9EHvD,Morogoro Region,Dispensary,"[-6.39533,36.8847]",,,,,,212.8324093,464.4189372,488.6746392,671.4267074,570.1163935,212.8324093,
CijdyNEwBN9,Iyogwe,Iyogwe,102044-5,Gairo District Council,yh0b4OAgg8z,Sj50oz9EHvD,Morogoro Region,Dispensary,"[-6.0715,37.3012]",,,,,,163.2436144,521.7243114,546.1658374,727.184123,571.7896611,163.2436144,
jos1X9fY3Kh,nguyami,nguyami,109896-1,Gairo District Council,yh0b4OAgg8z,Sj50oz9EHvD,Morogoro Region,Dispensary,"[-6.073291,37.0489]",,,,,,191.1720421,503.1173409,521.6792504,701.1684804,553.4853975,191.1720421,
YMFMWauUmhU,Msingisi,Msingisi,105474-1,Gairo District Council,yh0b4OAgg8z,Sj50oz9EHvD,Morogoro Region,Dispensary,"[-6.338714,36.912668]",,,,,,208.7750783,471.1395309,494.313311,676.4846447,566.9627026,208.7750783,
aDdPmLCh1NT,Nongwe Dispensary,Nongwe Dispensary,106567-1,Gairo District Council,yh0b4OAgg8z,Sj50oz9EHvD,Morogoro Region,Dispensary,"[36.945,-6.45857]",,,,,,207.6093476,463.5578392,491.4816204,675.3759121,579.7082895,207.6093476,
AclPCsnCiIn,Masenge Dispensary,Masenge Dispensary,104395-9,Gairo District Council,yh0b4OAgg8z,Sj50oz9EHvD,Morogoro Region,Dispensary,"[36.912668,-6.338714]",,,,,,208.7750783,471.1395309,494.313311,676.4846447,566.9627026,208.7750783,
HSO2Lkfc7HI,Madege,Madege,110854-7,Gairo District Council,yh0b4OAgg8z,Sj50oz9EHvD,Morogoro Region,Dispensary,"[-6.04721,37.0187]",,,,,,194.4884,503.1203296,520.2333268,699.1696536,549.1242946,194.4884,
zYZv4PjGoU8,Ijava,Ijava,101632-8,Gairo District Council,yh0b4OAgg8z,Sj50oz9EHvD,Morogoro Region,Dispensary,"[-6.02209,37.15262]",,,,,,179.6785707,514.9465252,534.4565886,713.9386378,556.7243212,179.6785707,
QySGdY9R9Aq,Gairo Health Center,Gairo Health Center,101168-3,Gairo District Council,yh0b4OAgg8z,Sj50oz9EHvD,Morogoro Region,Health Center,"[36.87718,-6.1498]",,,,,,210.4761162,484.3405305,500.9868925,680.3739349,548.0246052,210.4761162,
vGigoOeFZQD,Kwipipa Dispensary ,Kwipipa Dispensary ,111055-0,Gairo District Council,yh0b4OAgg8z,Sj50oz9EHvD,Morogoro Region,Dispensary,"[36.86591,-6.23592]",,,,,,212.4569233,476.2689243,495.1904236,675.6919491,554.7850736,212.4569233,
